id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mood
2M2TSXsNP1l1oW2CFXhgBu,0.00128,0.11,70.752,0.0867,0.995,0.978,0.469,63333,-34.908,0,Calm
2MdCE51hJOh9N5Hu0IZGbO,0.487,0.0795,129.55,0.0362,0.413,0.81,0.389,484960,-13.267,0.0676,Calm
2mJhNvt2dDCfcNn8IZg6sF,0.541,0.132,142.724,0.0513,0.169,0.795,0.299,518373,-10.641,0.191,Sad
2MlnLVsrTJmHmdpzJQcQ6w,0.974,0.349,130,0.057,0.00288,0.596,0.639,150947,-4.13,0.353,Happy
2mlTLwLY2lyRvzFrwguxIZ,0.946,0.294,109.94,0.0512,0.00102,0.00428,0.568,194853,-5.092,0.615,Energetic
2mPMFJvQ0v27gVqe5b6nDn,0.882,0.284,125.603,0.044,0.000121,0.479,0.578,186533,-6.354,0.623,Energetic
2MuaFOZj37wxfuE5owVhF9,0.12,0.0916,70.212,0.0334,0.756,0.888,0.287,85714,-23.17,0.0402,Calm
2mXnsGgq0K4qfcYmw0rccK,0.317,0.118,147.83,0.0285,0.73,0.00519,0.304,276960,-10.52,0.0596,Sad
2NDFlDpAIDF5G8DYDZv5GV,0.117,0.107,72.564,0.0343,0.847,0.909,0.155,93333,-19.878,0.0424,Calm
2nIulsLMiP2SMTDrtxfQXX,0.981,0.197,158.937,0.0906,0.000867,0.00177,0.52,240572,-2.75,0.633,Energetic
2No1A7ZuMaBGxz45jmA9Gw,0.16,0.0943,56.449,0.0362,0.733,0.786,0.0789,176373,-18.144,0.0409,Calm
2NRZo1Y3T6UaVCz1i8dMqm,0.454,0.0901,97.97,0.028,0.316,0.000696,0.439,251693,-8.251,0.388,Sad
2oaK4JLVnmRGIO9ytBE1bt,0.742,0.11,91.959,0.0716,0.0722,0.0199,0.7,302000,-6.777,0.197,Energetic
2OAOS8qkuKu5Kd8TvA5BAA,0.494,0.123,102.065,0.0321,0.0656,2.61E-05,0.268,340768,-7.219,0.136,Sad
2oF7FZHIJbzjeEXZ3D0Ku4,0.495,0.147,132.912,0.0312,0.387,8.03E-06,0.403,217746,-6.888,0.38,Happy
2OUR8g12h5qsGDs1v5lqvp,0.964,0.67,111.972,0.0656,0.0001,0.00811,0.457,164986,-2.963,0.372,Energetic
2p6LQRALG9o3qKq8gOWX9f,0.387,0.0818,111.98,0.279,0.0755,0.861,0.723,353814,-12.039,0.133,Energetic
2pAYGpDwOHSeBBBZttCXbs,0.775,0.0812,123.977,0.0437,0.0127,0.88,0.64,282645,-5.901,0.0973,Energetic
2pfkaHd8arhESSxyJAou6g,0.268,0.11,140.073,0.0308,0.715,1.49E-06,0.441,279967,-8.173,0.057,Sad
2plPRo1J2A2erccAh1eJMB,0.00961,0.105,68.153,0.0416,0.944,0.901,0.334,198250,-27.24,0.0916,Calm
2QEEEOMWUxkrgFfr7DqwBb,0.592,0.119,99.996,0.136,0.0365,0.86,0.817,200567,-10.996,0.764,Energetic
2qoKkOBw3dAd8AlITOQ2Ca,0.504,0.122,85.39,0.416,0.488,1.59E-06,0.503,196589,-6.843,0.67,Sad
2qONptRzQM0D3BGOgAsapI,0.688,0.282,122.983,0.0379,0.00209,0.0541,0.818,259507,-7.083,0.971,Happy
2R7BzSG2pPB99uJbU3lLmK,0.0407,0.117,217.95,0.0426,0.992,0.794,0.134,161266,-31.537,0.043,Calm
2reL9PAUza4PUtbjqW1fRf,0.478,0.123,173.746,0.0559,0.785,0.00278,0.545,143975,-7.035,0.318,Sad
2Rkfv2emuT4A1QU6dJmf5V,0.895,0.13,91.905,0.031,0.00227,0.00394,0.464,238293,-7.683,0.932,Happy
2RknY4IqSPwagR0v5wchIW,0.876,0.677,156.291,0.187,0.0175,0.0114,0.566,209447,-4.6,0.642,Happy
2RlgNHKcydI9sayD2Df2xp,0.338,0.248,177.765,0.0329,0.652,3.73E-06,0.388,303373,-10.054,0.478,Happy
2rPJcL8gQauA2nBdRyNZZL,0.847,0.0502,129.909,0.0537,0.00248,0,0.494,180468,-3.996,0.148,Energetic
2RVNMYXgfJCfxGSakTNUx2,0.0491,0.0952,110.337,0.0434,0.513,0.793,0.162,113143,-29.867,0.0393,Calm
2rx8InAMTVDeZdkLUWHDmA,0.52,0.337,134.329,0.0332,0.24,0.00467,0.389,256040,-8.114,0.654,Sad
2s25Z079T5KRzfqEQRMQQ4,0.52,0.139,119.979,0.0376,0.127,0.0347,0.732,161463,-6.684,0.339,Happy
2S5YfHhXQX5uNxAmWTjIJ3,0.11,0.12,76.131,0.0479,0.909,0.894,0.155,94648,-24.356,0.0365,Calm
2SbIONplUQ0BvXyRgGDgCz,0.319,0.116,109.603,0.0306,0.757,0.00237,0.605,243752,-10.892,0.273,Sad
2SDxYHBST2s6dGodsgnNbM,0.0717,0.0996,163.128,0.053,0.957,0.919,0.282,174890,-25.816,0.206,Calm
2shD8wlebq8fDg6ChqOPkC,0.812,0.301,124.991,0.039,0.00254,0.104,0.741,155520,-5.356,0.146,Energetic
2sKTYRCgUHXmIhI2hoBuZE,0.483,0.134,96.029,0.0359,0.000196,0.557,0.694,220000,-7.157,0.132,Energetic
2SMJJ2Mwll31SQZYZMza7h,0.158,0.112,114.691,0.0341,0.926,0.932,0.171,90000,-24.269,0.051,Calm
2sX7lJXsOYGP1Us6CqM9t1,0.706,0.105,106.52,0.0312,0.0833,0,0.689,226268,-4.48,0.623,Happy
2T2EemW8X3GlKvJe1gxpBC,0.397,0.11,100.005,0.0289,0.901,0.867,0.517,159049,-14.281,0.195,Calm
2T3blUc9Jnui2a0ZhuNOag,0.966,0.143,126.921,0.0598,0.00287,0.0026,0.653,209266,-4.236,0.874,Energetic
2TFQPFUqRtgj1auq9b5PlR,0.24,0.101,79.919,0.034,0.93,0.904,0.351,180614,-15.363,0.0968,Calm
2tJcIuKcJyeqDZw983PIP0,0.13,0.0862,175.74,0.0425,0.778,0.94,0.0927,96667,-27.874,0.0612,Calm
2tUBqZG2AbRi7Q0BIrVrEj,0.824,0.0888,118.818,0.0453,0.207,0.000307,0.709,291293,-8.824,0.867,Happy
2TwqLvoeHpWipZn9weYv82,0.238,0.138,118.183,0.0313,0.743,0.821,0.446,442480,-14.681,0.19,Calm
2tWw3m1Hj1mCFoZKQmAwul,0.308,0.0948,135.963,0.0319,0.885,0.892,0.511,155313,-15.74,0.0798,Calm
2UaXTR0Xv4SCDQ6wIlVNxC,0.0203,0.0812,135.86,0.0369,0.996,0.944,0.619,122537,-26.572,0.337,Calm
2Uk3uky365BBGidUpOtKvw,0.973,0.353,157.872,0.133,0.00161,0,0.443,162106,-4.386,0.458,Energetic
2UKARCqDrhkYDoVR4FN5Wi,0.965,0.11,136.018,0.05,6.94E-06,0.000402,0.408,218000,-4.232,0.349,Energetic
2UKMqNCVsHrAYzBZMA0rxL,0.759,0.077,91.123,0.101,0.034,0,0.51,207142,-4.854,0.237,Energetic
2urxHALnoeVxG82o57q0ny,0.233,0.149,94.94,0.0289,0.742,0.881,0.213,218501,-14.347,0.0378,Calm
2UVLuddklEVak5PXgC7baA,0.881,0.0851,121.554,0.0701,0.0153,0.0196,0.694,231786,-4.053,0.924,Happy
2UwBITdD5cadaSxBTjaiXZ,0.855,0.194,185.913,0.157,0.00873,0,0.475,186475,-3.977,0.656,Energetic
2v6gDaHkHfojtLeK9Z9Zd6,0.105,0.116,106.983,0.0446,0.941,0.931,0.155,109714,-27.074,0.0387,Calm
2VAlwOewe5c40VHyqozF1V,0.605,0.0781,123.003,0.113,0.00865,0.00826,0.534,215266,-4.366,0.56,Happy
2vBF8A6n0REigm7RSUM65S,0.286,0.134,84.954,0.0374,0.678,0,0.626,258588,-9.933,0.366,Sad
2viJufnGlsjR1X51CEHpeg,0.926,0.241,100.014,0.0897,0.0992,0.0449,0.602,237346,-1.62,0.574,Energetic
2VkPfL3qQ2adxShD3rNvoV,0.495,0.111,93.063,0.034,0.0663,0,0.807,156507,-7.859,0.74,Happy
2vl0jpEViZ3gkQMmiCVU34,0.131,0.0962,139.308,0.0377,0.667,0.767,0.195,96000,-25.896,0.039,Calm
2vx5Dc3Zxtd5yGDlh2pAAz,0.705,0.0858,106.301,0.0452,0.000456,5.48E-06,0.536,238493,-4.241,0.454,Energetic
2WfaOiMkCvy7F5fcp2zZ8L,0.902,0.0928,84.412,0.054,0.018,0.00125,0.573,225280,-7.638,0.876,Happy
2WRk6RxETSwdsg2dhtnXxc,0.843,0.0699,175.798,0.114,0.000839,3.02E-05,0.282,161054,-6.002,0.418,Energetic
2WuNoTD5hLhu1yVgMarTFq,0.18,0.0924,77.407,0.0426,0.983,0.928,0.498,219000,-19.819,0.038,Calm
2XBc2jWnvPqNO2LebVtLaY,0.0337,0.126,97.199,0.0334,0.993,0.948,0.456,116625,-26.87,0.3,Calm
2XU0oxnq2qxCpomAAuJY8K,0.588,0.149,98.027,0.0924,0.692,0.000104,0.824,209438,-6.4,0.513,Happy
2Y90nL1ohB4sgYELDs7uNx,0.96,0.121,117.486,0.032,0.0457,0,0.574,254733,-4.906,0.978,Happy
2yNeqUczAqpKSo8vFF00CR,0.499,0.077,155.993,0.0411,0.00565,0.125,0.379,283230,-13.923,0.335,Sad
2yySWxfeRN2QRZnFMnYMQl,0.873,0.374,104.365,0.122,0.0486,0,0.478,155668,-3.637,0.739,Happy
2z1oTtp1Pee6NyoOlVum0e,0.736,0.103,114.218,0.0475,0.0204,0.000397,0.354,230773,-4.222,0.211,Energetic
2ZaYFNn1YQuLSVdHhanr4Q,0.255,0.0841,98.088,0.0311,0.362,1.77E-05,0.545,149013,-14.844,0.831,Sad
2zJGwCm2cqkb7q0qrOIMpY,0.958,0.101,145.063,0.0543,2.64E-05,0.000245,0.434,209804,-3.558,0.746,Happy
2zrIyIdqafYozfsgiMY0Ae,0.865,0.237,120.011,0.0472,0.0435,0.00559,0.671,209333,-5.735,0.865,Energetic
2ZSCy3P1QzpJySCWA6NRIU,0.852,0.0723,128.374,0.038,0.213,7.45E-05,0.768,271240,-6.215,0.867,Happy
2zuk45iwW1IhxqpwU9FZjl,0.192,0.109,48.013,0.0403,0.776,0.991,0.0954,96000,-21.27,0.0345,Calm
2zYzyRzz6pRmhPzyfMEC8s,0.913,0.156,115.728,0.133,0.061,0.00158,0.574,208400,-4.793,0.423,Happy
2zzLRQ78kKfPTx8FJQCdC2,0.875,0.117,169.152,0.199,0.0341,0,0.348,202133,-4.758,0.407,Energetic
305WCRhhS10XUcH6AEwZk6,0.953,0.152,105.046,0.0855,0.00148,0.000582,0.613,213800,-3.435,0.537,Energetic
30ACOtgBj1PqZs1erzFZkU,0.139,0.0773,82.405,0.031,0.854,0.856,0.198,172818,-18.72,0.106,Calm
31NKBW5ZpOUqCewtOwgN5T,0.135,0.0825,139.186,0.0363,0.881,0.96,0.215,89143,-23.64,0.0348,Calm
32dZxkZtsF5Vt3PrJQuV2i,0.346,0.111,143.965,0.0306,0.918,0.929,0.479,194495,-17.916,0.23,Calm
32lF1rsInDTdK6Av3KdfaY,0.901,0.0875,113.967,0.0302,0.17,0,0.621,300773,-5.396,0.744,Happy
32OlwWuMpZ6b0aN2RZOeMS,0.609,0.0344,114.988,0.0824,0.00801,8.15E-05,0.856,269667,-7.223,0.928,Happy
33gVbwdqw7aRX0Y2zM7qm3,0.305,0.16,120.109,0.0322,0.605,0.899,0.52,210500,-14.38,0.0389,Calm
33iv3wnGMrrDugd7GBso1z,0.946,0.398,103.408,0.0637,0.00129,0,0.494,169026,-2.757,0.741,Energetic
34ccBqL3xNaCzPxr0UqoEw,0.98,0.0661,143.005,0.154,3.01E-05,4.38E-05,0.555,200240,-6.063,0.37,Energetic
35e7wuY5cGvECEa2rSktDk,0.528,0.11,98.046,0.0262,0.407,0.677,0.692,144490,-9.514,0.703,Energetic
36I7pi5g6XZJm3bcgqmLyE,0.359,0.137,125.077,0.0408,0.612,0.738,0.694,179520,-16.105,0.348,Sad
37cfHEoArRTf7AxGpV9Oc2,0.175,0.103,91.119,0.0393,0.852,0.954,0.198,126575,-22.329,0.0474,Calm
37uqBNIiYgCuSF0ppMWzVx,0.49,0.0751,107.965,0.275,0.918,0.376,0.691,244506,-12.883,0.0385,Energetic
383QXk8nb2YrARMUwDdjQS,0.883,0.868,125.02,0.0341,0.00114,0.041,0.555,316718,-3.426,0.507,Energetic
38TXeCvUUqf3PeoPvnERV6,0.931,0.122,101.551,0.0557,0.0213,0,0.591,324760,-4.84,0.673,Happy
38zwkK6TtTjIW9tpYBfZ3D,0.881,0.21,138.03,0.0393,0.209,0,0.642,222045,-3.537,0.913,Happy
3AfZWVkAf2ipi68BMVvfwq,0.555,0.206,108.991,0.0287,0.0262,0.284,0.425,252499,-11.806,0.247,Sad
3asFGFY3uLjMDmML1p0tYm,0.931,0.425,112.548,0.062,0.0015,0.000142,0.339,242280,-3.425,0.467,Energetic
3aSSM5v4X0i0R7P781cjbk,0.495,0.108,121.771,0.0271,0.194,0.808,0.594,333759,-11.3,0.33,Calm
3AszgPDZd9q0DpDFt4HFBy,0.97,0.205,79.504,0.0648,0.0644,0.000156,0.715,239240,-2.206,0.963,Happy
3AtuVA6OJB7ZxBbMfA5qYx,0.0155,0.0949,91.764,0.0441,0.994,0.927,0.522,126480,-28.022,0.119,Calm
3AW6V6zWH45jI7eNPnSDfT,0.653,0.112,117.999,0.0396,0.0281,0.858,0.656,307328,-11.883,0.199,Energetic
3AYirxvYvayyrk0u4c2ytC,0.844,0.238,110.031,0.0409,0.0016,0.00247,0.639,172376,-3.126,0.697,Happy
3b5iVZiWEDxJeROcScCYRF,0.17,0.121,82.978,0.0408,0.702,0.81,0.176,99429,-25.314,0.0393,Calm
3bN4tg6rnNPy9GCkGhym4T,0.808,0.221,151.008,0.039,0.0338,1.33E-05,0.577,290280,-7.04,0.869,Happy
3BuuxHhwQ4AQvDA9dzvSry,0.0355,0.115,179.205,0.0465,0.996,0.91,0.38,120029,-27.118,0.22,Calm
3cQzrjkL2UaGLX1abHxaIz,0.85,0.0867,100.015,0.0524,0.0733,0.0122,0.638,229227,-4.251,0.545,Happy
3CSpzkoL1XgDBZ1q9aDCUV,0.943,0.653,129.003,0.0431,0.0736,0,0.696,194867,-2.962,0.833,Happy
3cU2wBxuV6nFiuf6PJZNlC,0.782,0.317,79.427,0.185,0.375,0,0.655,184227,-4.789,0.832,Happy
3dOAXUx7I1qnzWzxdnsyB8,0.872,0.0997,166.3,0.068,0.00417,0.00975,0.356,193653,-7.837,0.607,Energetic
3DZ7DFolE5U2xEGIzFjeGo,0.161,0.133,113.89,0.053,0.238,0.481,0.273,190526,-17.727,0.0503,Calm
3E7HFO84HdWVJXzqKE82xO,0.903,0.194,159.95,0.097,0.013,0,0.7,201418,-5.811,0.96,Happy
3ekjqtjoDwy5YLuGtKoXDO,0.947,0.0784,163.731,0.0531,0.00022,0.0315,0.508,240253,-3.684,0.419,Energetic
3EKKIR8be1kfAAwaz1fzyS,0.888,0.817,128.025,0.0797,0.000753,0.00535,0.59,195000,-4.151,0.0715,Energetic
3EQPb4sdkNPCHb6AMyUTXj,0.00643,0.0452,105.987,0.0553,0.992,0.847,0.692,207554,-34.388,0.16,Calm
3eqyYjMYUHGlmtCP4C4iSX,0.99,0.118,106.912,0.066,0.000181,0.000295,0.572,183400,-1.992,0.397,Energetic
3FfIPZl02Le17YtcgATXmA,0.408,0.101,76.02,0.0295,0.00533,0.836,0.657,222681,-8.401,0.357,Calm
3FtYbEfBqAlGO46NUDQSAt,0.807,0.348,103.038,0.035,0.0714,0.28,0.763,229640,-3.714,0.559,Happy
3Fzlg5r1IjhLk2qRw667od,0.856,0.347,119.397,0.0348,0.0624,0,0.632,232693,-3.463,0.867,Happy
3gdewACMIVMEWVbyb8O9sY,0.532,0.0925,136.571,0.0286,0.432,6.25E-06,0.601,281613,-9.119,0.341,Happy
3gE9U5mNrJewDXN1wU7d8x,0.433,0.198,113.508,0.0419,0.0123,0.143,0.45,254118,-10.839,0.0393,Energetic
3GuzB4BEWq3bhZM8YydysZ,0.0028,0.0933,132.581,0.0493,0.99,0.889,0.266,106573,-33.729,0.151,Calm
3h1in20DlO5KaSP1vLED90,0.806,0.0708,125.987,0.0323,0.079,0.00158,0.641,176652,-6.281,0.721,Happy
3hS0Kv9bh6bSjiA9vb5JTF,0.22,0.0888,133.184,0.0434,0.817,0.598,0.175,89143,-24.472,0.0314,Calm
3HvO0bTIyAMYyHbY1vD9aA,0.0358,0.108,74.164,0.042,0.869,0.857,0.181,90811,-21.023,0.0646,Calm
3hxqWxFfmbIYcrV0e7wSyL,0.00846,0.0853,78.552,0.0373,0.991,0.896,0.25,230284,-24.348,0.0638,Calm
3iGMErA58MMTYT1mBkUkRf,0.751,0.241,124.027,0.0566,0.113,0.00129,0.7,188346,-3.853,0.246,Energetic
3iiL6merNpFNX1bny9sfvM,0.34,0.0864,135.172,0.0824,0.807,0,0.432,203946,-7.977,0.449,Sad
3iJxloILmOu2NIRZ0OGyui,0.668,0.499,132.666,0.0523,0.251,5.77E-06,0.666,322548,-7.961,0.765,Happy
3IOXceWmoCrTyl5TXFDzWu,0.253,0.121,140.029,0.0356,0.881,0.935,0.32,143000,-17.843,0.125,Calm
3J2MMi0dCUdUBzzKQ0ipXB,0.584,0.16,128.012,0.0287,0.224,0.714,0.447,165516,-7.308,0.181,Energetic
3JbE6e17yvNdPggjPDrCyO,0.777,0.825,81.437,0.0894,0.153,0.0312,0.488,287333,-12.658,0.481,Happy
3JjeC1epY5y2Jysxn5FVCB,0.497,0.132,100.857,0.0308,0.765,0.886,0.485,394862,-10.022,0.065,Calm
3JjPOBCCKmvtgSsVIDqFDl,0.864,0.818,128.196,0.0881,0.0125,0.287,0.548,154692,-6.835,0.161,Happy
3jP962JoLAn9p4wCDdx4My,0.229,0.104,121.599,0.0334,0.933,0.904,0.305,179500,-18.329,0.0562,Calm
3JqpIjrQfmW68YkpxXWPL4,0.862,0.103,145.01,0.0515,0.0149,6.23E-05,0.631,192413,-4.114,0.438,Happy
3Jrf9MHZZWx3cXBeMkZWUu,0.847,0.067,121.718,0.0319,0.138,0.00157,0.806,261200,-4.47,0.97,Happy
3jUTjCISntIUFL8jnAjzgc,0.811,0.0677,123.048,0.0431,0.00105,2.08E-06,0.71,199200,-4.079,0.914,Energetic
3JvrhDOgAt6p7K8mDyZwRd,0.731,0.151,101.654,0.0379,0.431,0,0.484,204280,-6.694,0.51,Happy
3kdMzXOcrDIdSWLdONHNK5,0.549,0.22,130.749,0.0698,0.000798,0.00485,0.357,244573,-7.843,0.531,Energetic
3KKUf8F2hktFscLgbH4YwR,0.462,0.11,105.45,0.0359,0.463,0.583,0.778,161536,-12.729,0.817,Sad
3KqRYO83UpIst49K6USWep,0.683,0.176,97.061,0.0328,0.0211,0,0.562,203320,-6.179,0.464,Happy
3ktUAf5M4HiCt6n7Zb323H,0.744,0.13,126,0.0567,0.0447,0.343,0.845,267152,-9.539,0.694,Energetic
3L0fPX8biELkH57fF3Exkd,0.456,0.119,70.357,0.0306,0.367,0.881,0.256,322160,-10.865,0.0682,Calm
3L47u91Y7YIGPpLPBrulh0,0.356,0.0925,118.002,0.0405,0.00178,0.704,0.736,348907,-8.676,0.525,Happy
3l9CW99AHtExIRV4hW2N5m,0.906,0.113,172.977,0.0735,0.00272,9.26E-06,0.517,211520,-3.677,0.731,Energetic
3lffqHBnMd4ie30QiRTBOY,0.787,0.255,122.103,0.0337,0.0803,0,0.792,193672,-5.022,0.961,Happy
3LmiKN6q3OwFD3sV8rhkk2,0.994,0.767,125.032,0.0501,0.00032,0.0461,0.625,173333,-1.689,0.35,Energetic
3LUWWox8YYykohBbHUrrxd,0.817,0.117,119.95,0.0407,0.00987,0.00167,0.736,204760,-4.9,0.653,Happy
3M31S6f0z8S3nkFh3eS06W,0.846,0.116,115.965,0.0439,0.0325,0,0.639,224813,-6.184,0.475,Happy
3m6KkYKdnbffMpGd9Pm9FP,0.466,0.272,123.889,0.0864,0.00666,0.35,0.745,231920,-7.62,0.303,Energetic
3MjrueDQKVr6xDDseZwhEd,0.814,0.216,108.016,0.0558,0.229,0.00676,0.658,183602,-4.631,0.69,Energetic
3mMd2MGvEIDAfMfvcb9wsC,0.11,0.116,120.024,0.0423,0.882,0.873,0.416,198077,-13.776,0.347,Calm
3MOdqpj30w4Wk96bBwLJk9,0.92,0.306,159.884,0.0611,0.000214,0,0.502,303013,-4.588,0.182,Energetic
3mSikHaYxiUSMIzM4wOyQn,0.752,0.353,138.012,0.037,0.000702,0,0.539,239147,-4.35,0.53,Energetic
3n2QaRyg5nTg5Cwwq5mw3Q,0.03,0.105,117.781,0.0386,0.986,0.952,0.604,159840,-27.007,0.15,Calm
3N2vr4m44BBZiVCZ0O4bnf,0.293,0.215,66.974,0.0486,0.786,0,0.67,223085,-10.56,0.36,Sad
3n7E6nMZXWpWqQoQuJ33SH,0.125,0.1,70.059,0.0396,0.941,0.969,0.455,89143,-18.567,0.169,Calm
3NBZZPLWVWSBlguC8TEk61,0.705,0.519,97.009,0.164,0.456,0.0593,0.525,259241,-7.331,0.616,Energetic
3nKx86fcs8MYMydill0Sya,0.584,0.351,180.065,0.0667,0.268,0.606,0.605,228343,-8.083,0.58,Energetic
3O0FuEfTpt3Zn6J3pXrXVO,0.801,0.241,103.197,0.0354,0.0209,0,0.466,267413,-5.175,0.379,Happy
3OhwaetItNaTXxn0mr9SkN,0.691,0.0995,119.996,0.0343,0.454,0.75,0.592,341594,-9.03,0.234,Energetic
3OjwAIOhan5AIGS2p6fJrt,0.161,0.113,82.892,0.043,0.973,0.907,0.474,176000,-20.952,0.357,Calm
3oLJlBI7OveRtPOuMe4oaM,0.695,0.337,117.999,0.0326,0.00278,0.611,0.64,292480,-9.919,0.343,Sad
3orJ0XpgXRG1LTA521BpDz,0.588,0.167,75.011,0.165,0.0503,0,0.786,156505,-3.777,0.685,Happy
3pf96IFggfQuT6Gafqx2rt,0.868,0.129,121.822,0.105,0.0876,0.124,0.647,242240,-6.427,0.803,Happy
3PfIrDoz19wz7qK7tYeu62,0.793,0.0951,123.95,0.083,0.0123,0,0.793,183290,-4.521,0.679,Happy
3PGYOWmCia5R4iLRnGHwyf,0.748,0.0939,126.086,0.0519,0.762,6.25E-05,0.743,215714,-4.822,0.476,Energetic
3PJikMV2xGNCooQttQrAw5,0.466,0.165,127.493,0.0302,0.393,0.647,0.443,475093,-9.209,0.19,Sad
3pmYKQY4NGqFIbAbB3YUL4,0.426,0.108,90.018,0.0392,0.00186,0.081,0.605,216000,-15.043,0.0708,Energetic
3qcse1HvDQ1vGQo6Egtkom,0.732,0.342,123.982,0.0421,0.0547,2.47E-06,0.786,190680,-6.664,0.631,Happy
3QeaXGKRvt8cfHdrfdk5pL,0.577,0.163,149.048,0.0353,0.654,0.127,0.387,221662,-8.259,0.447,Sad
3QP17SZh39ZVczQnopq9BE,0.235,0.233,129.85,0.0389,0.815,1.78E-05,0.647,195986,-10.123,0.0382,Sad
3Qsp2uAtcDCrrlknJtUPj8,0.932,0.157,125.954,0.0679,0.00851,0.00811,0.544,189834,-5.816,0.337,Energetic
3rFEKOClXOdNFO6fQGuQ9j,0.975,0.16,129.022,0.0618,5.13E-05,0.713,0.594,205760,-3.21,0.899,Energetic
3rfhI32Il2hVRKDkuGeeen,0.912,0.259,128.024,0.0884,0.0434,0,0.595,234453,-3.428,0.762,Happy
3RlwtjeKhemCfiPvwMFozS,0.154,0.0728,148.1,0.0367,0.977,0.85,0.435,150405,-21.451,0.0799,Calm
3rRL23xxAPJ75K3wGBKZIO,0.272,0.0841,180.031,0.0423,0.886,0.834,0.42,167613,-14.843,0.38,Calm
3SdkYA8frHe3BMZsPVPrRq,0.0283,0.101,83.391,0.0399,0.996,0.941,0.369,149647,-25.76,0.119,Calm
3SO0vfryYv381w1ImgWONG,0.919,0.0892,184.324,0.0735,0.00222,0.00503,0.44,149306,-4.462,0.773,Energetic
3sOcwWj8Xr5Vpr7yLcyA06,0.0219,0.0875,139.833,0.0452,0.795,0.752,0.224,113143,-28.395,0.0549,Calm
3SPDQfj2UfWq6A2NllZnzn,0.771,0.087,125.011,0.0725,0.00761,0,0.729,198053,-2.451,0.873,Happy
3sQaPmmVZ7vNC64ST8sLTf,0.792,0.0985,110.014,0.0304,0.00154,0.856,0.692,167083,-4.963,0.137,Energetic
3sqyZAk7dUY3U4ApoJcRzJ,0.836,0.112,127.986,0.0588,0.000934,0.932,0.651,213750,-6.154,0.0741,Happy
3SW9dZS4Oj3AEKNpdTi1VH,0.743,0.115,81.01,0.323,0.0829,0.0916,0.662,173667,-6.769,0.148,Energetic
3tI6zVTC0gBjOi6FvUN4we,0.454,0.344,90.034,0.0435,0.13,0.235,0.631,244243,-13.646,0.0457,Energetic
3TNNGjgOQ7O8vwAlvlD9Fg,0.333,0.106,84.974,0.0367,0.497,0.918,0.382,158117,-15.573,0.0486,Calm
3TSZpRzSEKL1dFfpd1JDoF,0.68,0.0786,127.909,0.0346,0.619,0,0.612,180937,-4.925,0.346,Energetic
3TWB6wnyoEpqeBwLYSY0O0,0.955,0.253,200.166,0.149,0.000159,0.00179,0.455,120697,-3.597,0.9,Energetic
3U4isOIWM3VvDubwSI3y7a,0.264,0.132,119.93,0.0322,0.922,0,0.422,269560,-7.064,0.331,Sad
3U4uwhIYDpatmcyBEqy9QI,0.667,0.144,90.02,0.0683,0.0286,0.00029,0.676,215998,-7.147,0.398,Energetic
3U5JVgI2x4rDyHGObzJfNf,0.8,0.0822,100.011,0.0399,0.00584,0,0.706,259333,-6.333,0.629,Happy
3UaStdVN7y9A6ktTmkFDTk,0.759,0.108,130.043,0.0404,0.0484,1.23E-06,0.591,203076,-3.785,0.235,Happy
3UFBzICFstCzMAy9SgLbJr,0.713,0.633,150.066,0.0584,0.245,0.659,0.726,193600,-8.425,0.488,Energetic
3uUh1YcGhUqkmRUzEqCOiC,0.0324,0.105,70.347,0.146,0.996,0.973,0.643,65143,-33.048,0,Calm
3UYbzEmEKYCix4Mo7OXKqh,0.104,0.13,91.329,0.0392,0.766,0.95,0.202,114930,-24.698,0.0909,Calm
3Uz3K1Ctq6MOIDqRddKHXo,0.277,0.0643,178.814,0.0357,0.133,0,0.376,244240,-18.291,0.309,Sad
3v3EPJT1PIQQ3DICeBLpxH,0.127,0.0991,98.991,0.0376,0.956,0.771,0.233,91139,-21.851,0.0884,Calm
3v8PlUFGQQDBIk1J86waCo,0.838,0.418,113.373,0.11,0.0832,0,0.742,188240,-6.442,0.848,Happy
3vqt0fEt6I52ANHu7mAlIP,0.854,0.0676,106.929,0.0368,0.000919,0.00149,0.535,177213,-6.519,0.618,Energetic
3wBTiLb3ddU35dm2SNh4MW,0.108,0.123,76.859,0.037,0.628,0.754,0.225,82286,-25.79,0.0399,Calm
3WBzo0Tmxkfa0QxtVC9ak8,0.32,0.105,130.077,0.0596,0.955,0.941,0.734,202000,-12.276,0.0684,Calm
3wcaYUOKVSEbmmGB43YGqf,0.944,0.444,126.078,0.344,0.00919,0.00311,0.627,158212,-4.459,0.551,Happy
3WEdWvAScE1EcBfErseQnC,0.256,0.106,133.955,0.0641,0.985,0.867,0.43,155820,-22.088,0.173,Calm
3wMH1fDMAiXkd116i6CmFp,0.665,0.0994,111.188,0.0547,0.124,0.887,0.793,250653,-12.347,0.661,Energetic
3wTyLh0vhP3dN5yv0Mti17,0.977,0.23,195.795,0.173,0.00131,4.62E-05,0.198,199386,-3.499,0.351,Energetic
3xbonQCBlfpOis6FTdfYfT,0.702,0.074,121.039,0.0444,0.0136,0.924,0.712,359227,-7.129,0.655,Energetic
3XnQ3OqmfvP5Sh6gACEKnG,0.0363,0.0823,160.704,0.0335,0.983,0.92,0.235,178148,-18.9,0.0481,Calm
